id,sentence1,sentence2,similarity
1d9b6bb4-25cb-4f8f-b5b4-4e0541ce1908,Nigeria lawmaker charged over alleged bribery,Nigerian MP charged with accepting $3m bribe,3.4
b21e8525-15fa-44b9-9879-20bdfdd714f2,His position is that it is the individual's risk to assume.,His position is the way it is currently.,1.0
4cb5f955-f2bf-41f0-9a38-d7ef71481d74,The woman holding a black purse is smoking a cigarette.,A woman with a black bag is smoking a cigarette,4.8
f9a936c4-406c-4df7-9709-59aa7f016998,"""What they have done is a thinly veiled attempt to do an end run around the Constitution,"" she said.","The church's lawyer, Shirley Phelps-Roper, was clear: ""What they have done is a thinly veiled attempt to do an end run around the constitution,"" she said.",2.6
2bdd7939-29ad-496c-9a6a-47403d8503eb,But we can't do it without help.,"We can't do it without you.""",3.6
abd7617b-953b-4eb3-b69c-3428e99c5a12,Demolition work begins on Don Valley Stadium,Demolition work to begin at stadium,3.2
2090c471-73c0-42cf-a3bb-3cfe6dee6f59,The woman is dicing onions.,A woman is dancing in railway station.,0.4
b69d9a1d-c0c4-44a2-a80e-609aec684cb6,A kid is playing an instrument.,A young boy is playing a wind instrument.,3.8
c5739d48-a268-4423-9635-4a4b4ff62a22,"As of Tuesday, almost 250 health-care workers were in quarantine.","In addition, 6,800 people were in quarantine and thousands of health-care workers in working quarantine.",1.5
81bdd8bc-ff92-4dc0-a771-ec3fb6261b0b,A woman is adding pasta to a pot of water.,A woman is making noodles.,3.6
a9cb80a9-70bb-48f7-8821-6a330eb961f8,A rider is running and jumping her horse.,A woman jumps hurdles on a horse.,4.0
a683851c-2eeb-4178-a87f-1010e00776a0,Bangladesh Opposition Leader Sentenced to Death for War Crimes,Bangladesh: Fugitive Sentenced to Death by War Crimes Tribunal,3.6
d543980e-ef24-4615-b2f1-c0ed0a0cd322,"""The grass family is one of the most widely distributed and abundant groups of plants on Earth.","As noted on the Wiki page, grass seed was imported to the new world to improve pasturage for livestock.",1.4
9289be10-f217-4cd4-a041-4b8d3df15abe,A man jumping rope,A man is talking.,0.4
233bcfe6-a86f-466f-b369-e8202ffdd8b2,The polar bear is sliding on the snow.,A polar bear is sliding across the snow.,5.0
40d158c7-0418-437b-b88a-9eb95b5e9f30,Hague 'concerns over conduct' of Zimbabwe election,Zimbabwe: 'Grave Concerns' Over Election,2.8
ec7566a6-d0a7-43c8-a95b-78b23d6b025a,A man with a gray beard is being shaved in front of a lecture hall,A man with a beard is sitting in the grass.,0.8
bfdebb8c-2324-43d7-a171-386eee6e08b2,We are all vessels filled with many wonders.,Landon Memory from CATS We are all vessels filled with many wonders.,3.0
3d7c0d0f-a85e-4f55-b72a-2779cf3a6f65,US offers US$10 mil. for Pakistan militant,US offers $10 million for Pakistani militant chief,3.8
b062c6e3-dd1a-46b2-84b6-fe92a92da9b9,Two men compete in a tire rolling race.,Two people flipped tractor tires in a race.,2.75
d380ac5f-2edc-48d0-97dd-f8156602b44b,Dozens injured in Connecticut train collision,Indian minister killed in head-on collision,0.2
502282f7-6ba1-4a83-ae1b-293eb5c07b83,Black and white cat lying under bush.,The black and white cat with yellow eyes lounges in the dirt.,2.4
0861ac5e-a6e4-4d98-b703-220020d9e665,Bomb blast kills 10 in southwest Pakistan,Major quake kills 39 in Pakistan,1.0
d33bfeaf-286b-4967-a823-e7fb7d049ed3,Explosion hits oil pipeline in Syria's Homs,Explosion hits pipeline as Assad attacks cities,2.6
933a6eba-4e24-4eef-9f9f-5c1c51e32ada,"Greece reaches agreement with troika, bailout tranche expected within days",Debt inspectors reach agreement with Greece,3.0
4ea6ed89-3222-4e73-871d-5d93476aa2bb,Snowden asks to stay in Russia,Snowden releases first Russia video,1.4
f1ec179d-3d8a-421b-b612-6b5adce47a8a,the united states government and other nato members have refused to ratify the amended treaty until officials in moscow withdraw troops from the former soviet republics of moldova and georgia.,the united states and other nato members have refused ratify the amended treaty until russia completely withdraws from moldova and georgia.,4.6
fa65e730-c186-4549-a1a8-677d0f8d6d47,Turkish search ends as last missing miners found,Turkish Search Ends as Last Missing Miners Found,5.0
9e39b65e-f00e-45b4-b568-34904b4dc941,Man charged after MP hurt in attack,Man charged with murder in flat,1.4
7fdc428c-bb4c-4d5a-8def-832c79ae8745,The black and white cat is looking up at the camera.,A black and white dog looking at the camera.,2.2
c1889d66-a60b-4cf9-bfec-e418ad001c98,A bicycle is parked outside a bookstore.,People stand outside a bookstore.,0.8
ee80d73c-6213-4f03-b91e-9c0d0cac157a,I'm thinking it's a bad idea.,I think it's a bad idea.,5.0
8149f593-1c58-489d-92a4-5e97806ff7a8,Afghan legislators approve new election law,Afghan president approves new election law,3.8
b0eff691-ce89-45e6-81ab-50f984b85782,A man is playing a keyboard.,A man plays a keyboard.,5.0
da9f1b4b-34bc-4e5d-9015-058b4d379e08,A puppy is repeatedly rolling from side to side while on its back.,A dog is rolling from side to side.,3.5
214e33a7-5dcb-4573-9a23-f410753471e6,A train is at a train station.,A train parked at a train station.,4.2
59f4955c-c867-4653-a3cb-111bfb96fe4d,A man is playing a guitar.,A man in a hat is playing a harp.,1.4
077bcaf2-5f50-4592-9fa9-66297ec5ee5b,"Under the U.S. Constitution, the other chamber of Congress, the House of Representatives, does not vote on foreign alliances.","The U.S. House of Representatives, the other chamber of Congress, does not vote on treaties.",3.2
6a7d6af9-61d4-4659-aaf4-905439ee0b43,A woman with a young girl pose with bear statues in front of a store.,A man in a jersey stands in front of a large crowd.,0.6
10ca73a2-83d6-4a45-b185-b704df7a770c,The bishop told police he thought he had hit a dog or a cat or that someone had thrown a rock at his vehicle.,"Bishop O'Brien, aged 67, had told police he thought he had hit a dog or cat.",3.5
4bb887ea-fb4e-4e8d-a41b-399ad1ccefdd,Woman playing tennis and hitting the ball.,A woman is playing volley ball.,2.0
be1b7a68-e6cd-4888-a358-bd25a9ff90e9,Two men are setting up some electronic equpitment,Two dogs are wrestling on the ground in the snow.,0.0
8a51c427-51cc-44c6-993f-16af59871dfa,Carlson on Tuesday said he would not recuse himself from the case.,Service officials said Carlson refused to recuse himself from the case.,4.0
cd5494c1-729a-41c8-bd61-5dfafe0f273e,"Yes, it's about dilution.","Er, that's not how dilution works.",1.8
8418f358-96f9-4a5b-ab54-51f5ac055494,"""Whatever has happened to you by way of punishment is certainly more than enough,"" Covello told the 49-year-old, whose family, friends and supporters filled half the courtroom.","""What has happened to you, sir, by way of punishment, is certainly more than enough,"" Covello said.",3.0
036e3b74-3a62-4cf2-80fd-17af248c0ea3,Tokyo shares open higher on buoyant U.S. market,Tokyo shares open higher following strong U.S. performance,4.0
f9e07a13-0b3c-4915-8623-76d6df5ce90e,Google releases Nexus 5 phone with Kit Kat,Google redesigns search results on PCs,1.0
3d861f89-c886-4a07-9140-f9d7c9570e69,A man is riding a bike.,A panda bear is eating.,0.0
30ee233a-a385-4e83-b032-edb972cba29f,Two ducks are standing by the water.,The birds are swimming in the water.,2.4
1b418979-810f-409e-8f19-56b6357645a2,Iraq searches Syria bound Iran plane: officials,Iraq searches Syrian-bound Iranian plane,4.2
938c73c6-0cbe-4b97-bd37-da03b619d5db,"But the FBI never kept tabs on al-Bayoumi - even though it had received information that he was a Saudi agent, the document says.","But the bureau never kept tabs on al-Bayoumi—despite receiving prior information he was a secret Saudi agent, the report says.",4.75
8d470140-d9b4-42cb-ab46-2f0cd9d42175,"They reported symptoms of fever, headache, rash and muscle aches.","Symptoms include a stiff neck, fever, headache and sensitivity to light.",2.333
b23e6371-a4db-4dde-a853-11d209b2f76b,China yuan strengthens to 6.1184 against USD Tuesday,China yuan weakens to 6.1510 against USD,1.8
166464b6-2db8-4224-b9ad-9f25aa405737,Judge OKs force-feeding California inmates,U.S. judge approves force-feeding Californian inmates on hunger strik,4.6
ceec313d-32c3-4ec2-b5e8-62791087d1fc,Are you driving one?,Are you driving a fucking Volt?,2.6
92948470-40b0-4aef-948f-79387d78d69b,A man is laughing with a woman,A man and a woman laughing.,4.8
e9a79a25-858d-4b44-b1f1-783aea02bd18,Syria opposition threatens to quit talks,Syria opposition agrees to talks,2.0
39cb5fe1-c06e-40f7-8e37-36db0f5367d7,Mandela spends third day in hospital,Mandela in Hospital for 3rd Day,5.0
b6c1e47e-463c-4573-9310-24ccec972155,It's just a bunch of cells.,"I'm ""a bunch of cells.""",2.2
fad2e211-a980-4a62-a1e4-88d1e730f593,Children looking a sheep.,Child milking a cow outside.,0.6
b62b194b-2380-4de7-a2a5-4b2c9cd11ee4,A person holding a net is standing in the water.,A black woman and two black children are sitting in a thatched tent.,0.6
45c0d0fb-be67-4001-bc76-8842585e6cee,A woman is talking to her pet bunny as she fondles it.,A woman walks her dog onto astro turf.,0.4
965978a0-fd1a-4a6b-b908-f9e7185d9802,"But Forest, the Freedom Organisation for the Right to Enjoy Smoking Tobacco, said: ''Mention the word prohibition and everyone knows what happened there.","Forest, the Freedom Organisation for the Right to Enjoy Smoking Tobacco, said it had greeted The Lancet's call with ""amusement and disbelief'"".",1.6
98a45a1f-0b0a-410a-aa69-db8090c6f6c7,Navy Jet Crashes Into Apartment Building,US Navy Jet Crashes into Apartment Block,4.2
a5f473cc-5786-4780-9111-ad79c8d2a25c,The girl is playing along with the images on the big screen.,Three girls holding umbrellas with their backs to the camera.,0.4
e3904df8-9072-4ec2-8d04-3feaea8b5eb2,"""There is the real potential for a secondary collapse,"" Gov. James McGreevey said.","The damaged area of the garage was not stable, with ``the real potential for a secondary collapse,'' McGreevey said.",3.6
edf3ee9d-4cfe-42ee-9bdf-1be6a41efeb1,Asian shares rally after string of upbeat data,Asian Markets up on Strong US Jobs Data,4.0
11867490-5789-4f07-828f-33ab79511fa7,Iran ups oil swap with eastern neighbors,Iran urges rapid release of diplomat,0.4
75ea3751-3cbe-4574-826a-684b8902f7c5,A baby is talking.,A boy is trying to say firetruck.,1.2
f3cdbffb-f6ab-45e0-be71-9ff4be36f9da,A soccer player is kicking the ball.,The soccer player gave the ball a high kick.,3.8
4674e976-70ce-4656-b4e2-f3abebcc7d2f,"Syrian forces hit mosque with barrel bomb, kill 5",Hunting for clues in Boston bombing,0.4
6310491c-889d-4ee6-be51-148eff1ee56a,Obama signs up for Obamacare,Americans scramble to sign up for Obamacare by deadline,1.2
28db576a-0ad7-45c5-b24a-5998417519e4,Twelve killed in bomb blast on Pakistani train,Gunmen kill nine in southwest Pakistan: Police,2.0
12309ec7-12dd-4b60-b814-db62555f4c70,"Dean told reporters traveling on his 10-city ""Sleepless Summer"" tour that he considered campaigning in Texas a challenge.","Today, Dean ends his four-day, 10-city ""Sleepless Summer"" tour in Chicago and New York.",2.6
a31c1d65-9bc4-4152-ac46-dda8a25041e7,"""We do not want to stand by and let a credit card lynching take place,"" declared Rep. Major Owens (D-Brooklyn).","""We don't want to stand by and see a credit card lynching take place,"" he said.",3.5
3787348b-15ff-4093-be2a-ec06e65a21bd,A man attacks a woman.,A man slaps a woman.,3.6
27eff3c4-cacb-4d49-8d1a-448c417c6637,Three more US soldiers killed in Afghanistan,NATO Soldier Killed in Afghanistan,1.8
db4ff7dc-d634-45d7-a423-4b14d69f9bf4,"The hearing occurred a day after the Pentagon for the first time singled out an officer, Dallager, for not addressing the scandal.",The hearing came one day after the Pentagon for the first time singled out an officer - Dallager - for failing to address the scandal.,5.0
a93ef156-a5d5-45b0-b7cf-a1d2cf2c2fe9,A person climbs up a snowy hill while their dog follows.,A person climbs a snowy hill while a black dog follows.,3.8
4c6c3f8a-064d-40d9-b84d-4f7b166c4f88,A woman is chopping an onion.,A woman is slicing partially into half of an onion.,3.2
fae1ff84-ad1c-439c-848f-18b2b88555cb,Monkeypox is usually found only in central and western Africa.,"Prairie dogs, usually found in southwestern and western states, aren’t indigenous to Wisconsin.",0.25
88bc3af0-9ed5-41df-88ae-7a9aafc4e29b,A man is writing in a book.,A man is writing on a paper.,2.875
a9f021ae-b980-4eb2-b611-08ca10169f48,Singapore stocks end up 0.37 pct,Singapore stocks close 0.41 pct higher,3.0
28277362-1a25-42fd-80de-d7e33a06b1c7,A black dog is running in the grass.,The black dog is running through the grass.,4.8
eddaebb7-01ca-4384-83d4-426b4cdf8190,A train is at a train station.,The train sits at the train station.,4.2
f44c7405-220e-438e-8476-739fa634ce18,A man sitting on a bench looking at a dog on a leash sitting on sidewalk.,A women holds a small baby while sitting on a sofa.,0.0
fe686c64-e43e-4ef0-8361-996fd624e680,"On May 1, he crawled through a narrow, winding canyon, rappelled down a 60-foot cliff and walked some six miles down the canyon.","He crawled through a narrow, winding canyon, rappelled down a 60-foot cliff, and walked some six miles down the canyon near Canyonlands National Park in southeastern Utah.",3.75
bab8c446-f4e9-440e-91cc-525f3a57251e,A girl riding a brown horse.,The jockey is wearing purple and riding a brown horse.,2.2
fa8fe9b5-9382-4c49-b53e-35f61a852eba,Police surround protesters in Belfast ahead of G8,Peaceful anti-G8 protest held in Belfast,3.0
ba887fbb-5d59-4e18-8814-e21f2f1f540b,"Arthur Benson, attorney for the case's plaintiff schoolchildren, said he will appeal.",An attorney for plaintiff schoolchildren said he plans to appeal.,3.667
da0e5631-40fc-4b33-93e3-7946d99870ee,The cat is drinking milk.,A white cat is licking and drinking milk kept on a plate.,3.8
6f441223-dab4-400f-adbb-bdcf6f000735,"17 killed, 133 wounded in bomb attacks in northern Iraq","15 killed, 90 wounded in fresh attacks in Iraq",2.8
18503bb2-6ebd-4880-84f0-de738c047413,A person is putting salt and pepper on a piece of pork.,A youngster is sitting on a piano.,0.0
8b3a2187-a396-4b6a-8d44-600595384fde,A man is driving a car.,A man is riding a horse.,1.2
44abefd2-0207-4359-bf29-91ec4815e212,Romney announces Paul Ryan as running mate,Romney names Ryan as running mate,5.0
1cb498e1-6b22-4d71-a9a1-7dbe758e007b,Military: Syria chemical stocks threaten Israel,Russia tells Syria chemical arms threat is unacceptable,1.8
f9fec88f-ae06-48c2-8a29-6532b89ccf72,A man is doing a stunt on his bicycle.,A man is doing a wheelie on his motorcycle.,3.2
60ed7f97-3d63-4690-bd25-5d229add0946,"Not a direct answer to the question, but something to consider.","Not a real answer to your question, but maybe it helps.",4.0
f4f29796-5857-40f4-b0c0-8d4ba37d808d,Dali painting stolen from gallery,Salvador Dali painting snatched from New York gallery,3.8
d4a4cdb4-8b68-4f22-9392-26181374f25b,"I'm American, and I've never heard the bathroom referred to as St. John's.","In situations like these, I tend to lengthen out the phrase.",0.0
0041f14a-3a36-4b2d-a68f-47cc719751ad,a group of teenagers are jumping in the air on the beach.,A group of young people jump up in the air while on the beach.,4.8
2fbd7b97-1427-485c-abbc-c40117aaeb72,The 30-year bond US30YT=RR dipped 14/32 for a yield of 4.26 percent from 4.23 percent.,"The 30-year bond US30YT=RR lost 16/32, taking its yield to 4.20 percent from 4.18 percent.",3.333
05743cb2-4d62-4255-bb41-e8fd028d1b1c,The family owns Cheetahs strip clubs here and in Las Vegas.,The searches were conducted simultaneously with raids on strip clubs in San Diego and Las Vegas.,1.5
dfeedd97-46ac-48ce-b67d-fcc915710370,Volkswagen skids into red in wake of pollution scandal,"Volkswagen's ""gesture of goodwill"" to diesel owners",2.0
